time,open,high,low,close,volume
2022-07-27,0.09720000,0.11150000,0.09460000,0.11140000,141757862.00000000
2022-07-28,0.11140000,0.11780000,0.10540000,0.11480000,135492009.00000000
2022-07-29,0.11480000,0.14140000,0.11360000,0.12720000,229411784.00000000
2022-07-30,0.12730000,0.14610000,0.12570000,0.13200000,157246923.00000000
2022-07-31,0.13200000,0.14050000,0.12680000,0.12810000,103887587.00000000
2022-08-01,0.12810000,0.13270000,0.12170000,0.12370000,88402631.00000000
2022-08-02,0.12370000,0.12550000,0.11390000,0.11680000,133340628.00000000
2022-08-03,0.11690000,0.12470000,0.11450000,0.11790000,73832505.00000000
2022-08-04,0.11780000,0.12610000,0.11730000,0.12010000,76501976.00000000
2022-08-05,0.12020000,0.13120000,0.12000000,0.13090000,116973623.00000000
2022-08-06,0.13090000,0.13360000,0.12720000,0.12750000,49825250.00000000
2022-08-07,0.12770000,0.13130000,0.12510000,0.12830000,45549171.00000000
2022-08-08,0.12820000,0.15820000,0.12810000,0.14900000,277476924.00000000
2022-08-09,0.14900000,0.15320000,0.13580000,0.13970000,162474277.00000000
2022-08-10,0.13960000,0.14690000,0.13520000,0.14630000,121104555.00000000
2022-08-11,0.14630000,0.14800000,0.14070000,0.14230000,63917032.00000000
2022-08-12,0.14230000,0.14800000,0.13760000,0.14720000,60727919.00000000
2022-08-13,0.14730000,0.15070000,0.14110000,0.14380000,64089246.00000000
2022-08-14,0.14380000,0.15000000,0.13720000,0.13950000,67819692.00000000
2022-08-15,0.13930000,0.14490000,0.13180000,0.13400000,81417605.00000000
2022-08-16,0.13400000,0.13590000,0.12860000,0.13020000,84215809.00000000
2022-08-17,0.13030000,0.13460000,0.12070000,0.12260000,70903362.00000000
2022-08-18,0.12260000,0.12580000,0.11310000,0.11480000,64965772.00000000
2022-08-19,0.11480000,0.11580000,0.10300000,0.10550000,155335655.00000000
2022-08-20,0.10540000,0.11090000,0.09950000,0.10270000,102702706.00000000
2022-08-21,0.10280000,0.11080000,0.10240000,0.10810000,63518924.00000000
2022-08-22,0.10810000,0.11150000,0.10070000,0.11090000,67793099.00000000
2022-08-23,0.11090000,0.11410000,0.10680000,0.11370000,66186990.00000000
2022-08-24,0.11380000,0.11840000,0.10970000,0.11460000,65637182.00000000
2022-08-25,0.11460000,0.12030000,0.11320000,0.11590000,65183912.00000000
2022-08-26,0.11590000,0.11620000,0.10100000,0.10250000,78527959.00000000
2022-08-27,0.10240000,0.10450000,0.10030000,0.10340000,37483633.00000000
2022-08-28,0.10350000,0.10470000,0.09850000,0.09910000,30909462.00000000
2022-08-29,0.09920000,0.10660000,0.09740000,0.10640000,47492932.00000000
2022-08-30,0.10630000,0.10810000,0.10030000,0.10280000,63992615.00000000
2022-08-31,0.10300000,0.10720000,0.10180000,0.10260000,33598452.00000000
2022-09-01,0.10250000,0.10500000,0.10050000,0.10490000,32306394.00000000
2022-09-02,0.10490000,0.10680000,0.10150000,0.10290000,34458464.00000000
2022-09-03,0.10300000,0.10350000,0.10080000,0.10170000,27351285.00000000
2022-09-04,0.10170000,0.10460000,0.10100000,0.10450000,26687254.00000000
2022-09-05,0.10450000,0.10540000,0.10060000,0.10400000,31117975.00000000
2022-09-06,0.10410000,0.10880000,0.09710000,0.09760000,78849714.00000000
2022-09-07,0.09760000,0.10560000,0.09570000,0.10410000,44380577.00000000
2022-09-08,0.10410000,0.10550000,0.10090000,0.10410000,44095419.00000000
2022-09-09,0.10420000,0.11380000,0.10400000,0.11260000,70959297.00000000
2022-09-10,0.11270000,0.11860000,0.11180000,0.11710000,78460153.00000000
2022-09-11,0.11720000,0.12110000,0.11400000,0.11670000,54787600.00000000
2022-09-12,0.11680000,0.13450000,0.11470000,0.12850000,167676104.00000000
2022-09-13,0.12850000,0.12920000,0.10760000,0.10820000,151826778.00000000
2022-09-14,0.10820000,0.11350000,0.10710000,0.11260000,65567475.00000000
2022-09-15,0.11270000,0.11570000,0.10630000,0.10850000,64902905.00000000
2022-09-16,0.10850000,0.11020000,0.10360000,0.10570000,45942532.00000000
2022-09-17,0.10570000,0.10910000,0.10560000,0.10890000,24827772.00000000
2022-09-18,0.10890000,0.10940000,0.09610000,0.09990000,48790227.00000000
2022-09-19,0.10000000,0.10350000,0.09670000,0.10140000,62872357.00000000
2022-09-20,0.10130000,0.10210000,0.09570000,0.09670000,58158767.00000000
2022-09-21,0.09680000,0.10180000,0.09060000,0.09320000,78367471.00000000
2022-09-22,0.09320000,0.10160000,0.09290000,0.10020000,51375784.00000000
2022-09-23,0.10020000,0.10370000,0.09720000,0.10290000,48101508.00000000
2022-09-24,0.10300000,0.10400000,0.10020000,0.10050000,27146335.00000000
2022-09-25,0.10060000,0.10870000,0.09960000,0.10130000,70111230.00000000
2022-09-26,0.10120000,0.10270000,0.09870000,0.10250000,43949326.00000000
2022-09-27,0.10260000,0.10570000,0.09780000,0.09920000,49727375.00000000
2022-09-28,0.09930000,0.10020000,0.09530000,0.09870000,40350154.00000000
2022-09-29,0.09870000,0.09950000,0.09680000,0.09910000,30731538.00000000
2022-09-30,0.09910000,0.10100000,0.09710000,0.09870000,37710794.00000000
2022-10-01,0.09860000,0.09940000,0.09680000,0.09740000,17411497.00000000
2022-10-02,0.09740000,0.09820000,0.09420000,0.09440000,21246446.00000000
2022-10-03,0.09430000,0.09810000,0.09320000,0.09770000,26822856.00000000
2022-10-04,0.09780000,0.10180000,0.09750000,0.10090000,24631480.00000000
2022-10-05,0.10100000,0.10120000,0.09700000,0.10000000,20823266.00000000
2022-10-06,0.10000000,0.10400000,0.09880000,0.09890000,48652474.00000000
2022-10-07,0.09880000,0.09980000,0.09540000,0.09780000,25218645.00000000
2022-10-08,0.09770000,0.09890000,0.09580000,0.09630000,11610104.00000000
2022-10-09,0.09630000,0.09690000,0.09590000,0.09630000,14703983.00000000
2022-10-10,0.09630000,0.09720000,0.09110000,0.09130000,30194133.00000000
2022-10-11,0.09120000,0.09130000,0.08780000,0.08870000,37938956.00000000
2022-10-12,0.08870000,0.08960000,0.08720000,0.08760000,22589931.00000000
2022-10-13,0.08760000,0.08880000,0.07920000,0.08800000,83090349.00000000
2022-10-14,0.08800000,0.09070000,0.08450000,0.08550000,45828918.00000000
2022-10-15,0.08550000,0.08760000,0.08350000,0.08460000,46878874.00000000
2022-10-16,0.08460000,0.08690000,0.08450000,0.08580000,26753264.00000000
2022-10-17,0.08580000,0.08790000,0.08440000,0.08670000,38111923.00000000
2022-10-18,0.08680000,0.08750000,0.08190000,0.08320000,54581459.00000000
2022-10-19,0.08320000,0.08350000,0.07790000,0.07910000,52044971.00000000
2022-10-20,0.07910000,0.08110000,0.07760000,0.07790000,34648623.00000000
2022-10-21,0.07790000,0.07960000,0.07470000,0.07870000,40561799.00000000
2022-10-22,0.07870000,0.07910000,0.07740000,0.07830000,25690978.00000000
2022-10-23,0.07830000,0.08030000,0.07640000,0.08020000,29609872.00000000
2022-10-24,0.08020000,0.08090000,0.07770000,0.07960000,42255806.00000000
2022-10-25,0.07970000,0.08450000,0.07870000,0.08090000,64969125.00000000
2022-10-26,0.08090000,0.08390000,0.08060000,0.08240000,69515596.00000000
2022-10-27,0.08240000,0.08560000,0.07950000,0.07980000,74817937.00000000
2022-10-28,0.07980000,0.08310000,0.07870000,0.08210000,62076245.00000000
2022-10-29,0.08220000,0.08650000,0.08210000,0.08410000,103035520.00000000
2022-10-30,0.08410000,0.08770000,0.08200000,0.08360000,92617726.00000000
2022-10-31,0.08360000,0.08650000,0.08150000,0.08430000,73143232.00000000
2022-11-01,0.08430000,0.08750000,0.08200000,0.08220000,66471082.00000000
2022-11-02,0.08220000,0.08470000,0.07900000,0.08150000,67309198.00000000
2022-11-03,0.08140000,0.09750000,0.08100000,0.08700000,228104569.00000000
2022-11-04,0.08700000,0.09870000,0.08540000,0.09490000,238357899.00000000
2022-11-05,0.09480000,0.10450000,0.09480000,0.09840000,195605641.00000000
2022-11-06,0.09840000,0.10000000,0.08970000,0.09010000,96375583.00000000
2022-11-07,0.09000000,0.09270000,0.08630000,0.09030000,94823616.00000000
2022-11-08,0.09030000,0.09220000,0.06710000,0.07570000,280437929.00000000
2022-11-09,0.07570000,0.07690000,0.05640000,0.05820000,293281444.00000000
2022-11-10,0.05830000,0.07210000,0.05710000,0.06940000,164393639.00000000
2022-11-11,0.06940000,0.07070000,0.06290000,0.06630000,99207551.00000000
2022-11-12,0.06620000,0.06630000,0.06000000,0.06210000,47255973.00000000
2022-11-13,0.06210000,0.06460000,0.06030000,0.06160000,49801847.00000000
2022-11-14,0.06150000,0.06410000,0.05790000,0.06400000,81196425.00000000
2022-11-15,0.06400000,0.06700000,0.06300000,0.06430000,57026989.00000000
2022-11-16,0.06420000,0.06530000,0.06060000,0.06170000,50211429.00000000
2022-11-17,0.06170000,0.06220000,0.05950000,0.06050000,49034991.00000000
2022-11-18,0.06050000,0.06190000,0.05970000,0.06050000,35749126.00000000
2022-11-19,0.06040000,0.06060000,0.05820000,0.06000000,35096217.00000000
2022-11-20,0.06000000,0.06070000,0.05650000,0.05690000,56530217.00000000
2022-11-21,0.05690000,0.05750000,0.05210000,0.05390000,83280904.00000000
2022-11-22,0.05390000,0.05540000,0.05170000,0.05510000,59480994.00000000
2022-11-23,0.05510000,0.07790000,0.05450000,0.06210000,235004339.00000000
2022-11-24,0.06220000,0.06350000,0.05930000,0.06240000,82391157.00000000
2022-11-25,0.06240000,0.06490000,0.05980000,0.06240000,115562590.00000000
2022-11-26,0.06240000,0.06620000,0.06210000,0.06300000,66674630.00000000
2022-11-27,0.06300000,0.06660000,0.06260000,0.06280000,57936424.00000000
2022-11-28,0.06280000,0.06340000,0.05870000,0.06230000,82615478.00000000
2022-11-29,0.06220000,0.06410000,0.06140000,0.06260000,92925627.00000000
2022-11-30,0.06260000,0.06500000,0.06110000,0.06460000,59926654.00000000
2022-12-01,0.06470000,0.06530000,0.06290000,0.06450000,49329960.00000000
2022-12-02,0.06440000,0.06530000,0.06290000,0.06500000,49655008.00000000
2022-12-03,0.06500000,0.06630000,0.06260000,0.06280000,30958013.00000000
2022-12-04,0.06280000,0.06640000,0.06280000,0.06400000,92325742.00000000
2022-12-05,0.06400000,0.06570000,0.06310000,0.06410000,55731637.00000000
2022-12-06,0.06410000,0.06500000,0.06300000,0.06420000,61883378.00000000
2022-12-07,0.06420000,0.06450000,0.06070000,0.06160000,54494522.00000000
2022-12-08,0.06170000,0.06400000,0.06120000,0.06360000,59353082.00000000
2022-12-09,0.06360000,0.07100000,0.06300000,0.06540000,176487186.00000000
2022-12-10,0.06550000,0.07560000,0.06520000,0.07230000,322157863.00000000
2022-12-11,0.07230000,0.07240000,0.06850000,0.06940000,112334109.00000000
2022-12-12,0.06940000,0.07010000,0.06570000,0.06810000,97106526.00000000
2022-12-13,0.06810000,0.06930000,0.06530000,0.06720000,93109837.00000000
2022-12-14,0.06720000,0.06850000,0.06340000,0.06570000,79453346.00000000
2022-12-15,0.06580000,0.06700000,0.06330000,0.06390000,48501431.00000000
2022-12-16,0.06380000,0.06480000,0.05480000,0.05620000,81404010.00000000
2022-12-17,0.05620000,0.05810000,0.05490000,0.05800000,45063805.00000000
2022-12-18,0.05800000,0.05830000,0.05700000,0.05760000,20583024.00000000
2022-12-19,0.05760000,0.05880000,0.05370000,0.05510000,40465078.00000000
2022-12-20,0.05510000,0.05800000,0.05480000,0.05730000,25737252.00000000
2022-12-21,0.05740000,0.05810000,0.05620000,0.05740000,25812389.00000000
2022-12-22,0.05750000,0.05890000,0.05660000,0.05850000,36463688.00000000
2022-12-23,0.05850000,0.05910000,0.05760000,0.05840000,21545206.00000000
2022-12-24,0.05850000,0.05860000,0.05740000,0.05790000,13395318.00000000
2022-12-25,0.05790000,0.05820000,0.05550000,0.05790000,35717557.00000000
2022-12-26,0.05790000,0.06110000,0.05750000,0.06000000,72554271.00000000
2022-12-27,0.06000000,0.06070000,0.05820000,0.05940000,44600799.00000000
2022-12-28,0.05950000,0.05990000,0.05550000,0.05590000,49290269.00000000
2022-12-29,0.05600000,0.05690000,0.05370000,0.05520000,44841109.00000000
2022-12-30,0.05520000,0.05580000,0.05380000,0.05510000,42178767.00000000
2022-12-31,0.05520000,0.05630000,0.05490000,0.05540000,15053625.00000000
2023-01-01,0.05550000,0.05670000,0.05510000,0.05660000,16159706.00000000
2023-01-02,0.05650000,0.05990000,0.05550000,0.05950000,38363955.00000000
2023-01-03,0.05950000,0.06100000,0.05850000,0.06010000,32873367.00000000
2023-01-04,0.06010000,0.06220000,0.05990000,0.06110000,52603647.00000000
2023-01-05,0.06110000,0.06230000,0.05980000,0.06070000,37531286.00000000
2023-01-06,0.06070000,0.06270000,0.05810000,0.06210000,69428812.00000000
2023-01-07,0.06210000,0.06450000,0.06120000,0.06410000,41895670.00000000
2023-01-08,0.06400000,0.07160000,0.06190000,0.06980000,261205310.00000000
2023-01-09,0.06990000,0.07390000,0.06860000,0.07070000,169756519.00000000
2023-01-10,0.07070000,0.07470000,0.06830000,0.07290000,124328230.00000000
2023-01-11,0.07280000,0.07350000,0.06810000,0.07220000,106472186.00000000
2023-01-12,0.07220000,0.07490000,0.06830000,0.07330000,139096767.00000000
2023-01-13,0.07330000,0.07800000,0.07110000,0.07660000,167398205.00000000
2023-01-14,0.07670000,0.08360000,0.07230000,0.08210000,216043334.00000000
2023-01-15,0.08230000,0.08930000,0.07750000,0.08510000,186475669.00000000
2023-01-16,0.08500000,0.08820000,0.07900000,0.08160000,107747914.00000000
2023-01-17,0.08160000,0.08580000,0.07980000,0.08100000,107417738.00000000
2023-01-18,0.08100000,0.08230000,0.07290000,0.07450000,170717736.00000000
2023-01-19,0.07460000,0.07850000,0.07360000,0.07800000,79597124.00000000
2023-01-20,0.07800000,0.08460000,0.07690000,0.08380000,105407306.00000000
2023-01-21,0.08380000,0.08650000,0.08200000,0.08240000,110582214.00000000
2023-01-22,0.08240000,0.08770000,0.08050000,0.08300000,109790956.00000000
2023-01-23,0.08300000,0.09310000,0.08300000,0.08990000,165805785.00000000
2023-01-24,0.08990000,0.09690000,0.08660000,0.08940000,160291766.00000000
2023-01-25,0.08940000,0.09600000,0.08450000,0.09170000,166107965.00000000
2023-01-26,0.09170000,0.09350000,0.08830000,0.09200000,116841247.00000000
2023-01-27,0.09200000,0.09690000,0.08890000,0.09580000,123092738.00000000
2023-01-28,0.09570000,0.09780000,0.09170000,0.09280000,72315121.00000000
2023-01-29,0.09270000,0.09690000,0.09120000,0.09650000,61518111.00000000
2023-01-30,0.09640000,0.09700000,0.08500000,0.08710000,127384009.00000000
2023-01-31,0.08710000,0.09040000,0.08680000,0.08870000,76369780.00000000
2023-02-01,0.08880000,0.09410000,0.08330000,0.09310000,139394833.00000000
2023-02-02,0.09320000,0.10160000,0.09270000,0.09510000,146641122.00000000
2023-02-03,0.09520000,0.10190000,0.09330000,0.09900000,131286559.00000000
2023-02-04,0.09890000,0.11700000,0.09740000,0.11380000,245773180.00000000
2023-02-05,0.11370000,0.13320000,0.11010000,0.13270000,497878561.00000000
2023-02-06,0.13270000,0.13840000,0.12580000,0.12900000,369342250.00000000
2023-02-07,0.12900000,0.23220000,0.12810000,0.20850000,1370211467.00000000
2023-02-08,0.20840000,0.21120000,0.17040000,0.17510000,789778230.00000000
