,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote
54,5034,Kusama,KSM,kusama,160,2019-12-12T00:00:00.000Z,"['substrate', 'polkadot-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'vbc-ventures-portfolio']",,8470098.05726206,9651217.45126206,,127,8597992.0,299050146.3463138,,2023-02-15T19:11:00.000Z,"{'USD': {'price': 34.78139388200335, 'volume_24h': 19933829.57320675, 'volume_change_24h': 1.3345, 'percent_change_1h': 0.57530306, 'percent_change_24h': 4.54976886, 'percent_change_7d': -1.95293275, 'percent_change_30d': 9.46888993, 'percent_change_60d': 39.49179642, 'percent_change_90d': 43.17266836, 'market_cap': 294601816.74882305, 'market_cap_dominance': 0.0279, 'fully_diluted_market_cap': 335682795.61, 'tvl': None, 'last_updated': '2023-02-15T19:11:00.000Z'}}"
55,7129,TerraClassicUSD,USTC,terrausd,713,2020-09-21T00:00:00.000Z,"['cosmos-ecosystem', 'stablecoin', 'algorithmic-stablecoin', 'seigniorage', 'terra-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin']",,9799445464.411015,9801155134.801931,,129,,,,2023-02-15T19:11:00.000Z,"{'USD': {'price': 0.02985936422861134, 'volume_24h': 41230760.69307736, 'volume_change_24h': -54.6849, 'percent_change_1h': 0.62707457, 'percent_change_24h': -1.97047559, 'percent_change_7d': 3.1463038, 'percent_change_30d': 21.38214066, 'percent_change_60d': 41.67347184, 'percent_change_90d': 34.68440841, 'market_cap': 292605211.3602619, 'market_cap_dominance': 0.0277, 'fully_diluted_market_cap': 292656261.03, 'tvl': None, 'last_updated': '2023-02-15T19:11:00.000Z'}}"
56,2083,Bitcoin Gold,BTG,bitcoin-gold,69,2017-10-23T00:00:00.000Z,"['mineable', 'medium-of-exchange', 'payments']",21000000.0,17513923.589,17513923.589,,130,,,,2023-02-15T19:11:00.000Z,"{'USD': {'price': 16.50434020305089, 'volume_24h': 5735566.56147692, 'volume_change_24h': 1.4417, 'percent_change_1h': 0.2316576, 'percent_change_24h': 4.73776719, 'percent_change_7d': -3.25340106, 'percent_change_30d': 5.93162474, 'percent_change_60d': 17.12799745, 'percent_change_90d': 12.97345522, 'market_cap': 289055753.20309407, 'market_cap_dominance': 0.0274, 'fully_diluted_market_cap': 346591144.26, 'tvl': None, 'last_updated': '2023-02-15T19:11:00.000Z'}}"
57,2777,IoTeX,IOTX,iotex,111,2018-05-25T00:00:00.000Z,"['platform', 'iot', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'iotex-ecosystem', 'bnb-chain']",10000000000.0,9434835577.0,9449835577.0,,131,,,,2023-02-15T19:11:00.000Z,"{'USD': {'price': 0.030628916968373818, 'volume_24h': 6960196.14559057, 'volume_change_24h': -17.7495, 'percent_change_1h': 0.56846823, 'percent_change_24h': 3.23883932, 'percent_change_7d': -7.19556942, 'percent_change_30d': 6.22039684, 'percent_change_60d': 54.10591934, 'percent_change_90d': 24.4149948, 'market_cap': 288978795.49819225, 'market_cap_dominance': 0.0274, 'fully_diluted_market_cap': 306289169.68, 'tvl': None, 'last_updated': '2023-02-15T19:11:00.000Z'}}"
58,1684,Qtum,QTUM,qtum,202,2017-05-24T00:00:00.000Z,"['platform', 'smart-contracts', 'kenetic-capital-portfolio']",107822406.0,104537256.5,107822406.0,,132,,,,2023-02-15T19:11:00.000Z,"{'USD': {'price': 2.7356450404666983, 'volume_24h': 38190403.05245355, 'volume_change_24h': -0.6815, 'percent_change_1h': 0.44551925, 'percent_change_24h': 2.72698662, 'percent_change_7d': -6.07633782, 'percent_change_30d': 15.78696398, 'percent_change_60d': 35.05468015, 'percent_change_90d': 34.18561357, 'market_cap': 285976827.2882201, 'market_cap_dominance': 0.0271, 'fully_diluted_market_cap': 294963830.23, 'tvl': None, 'last_updated': '2023-02-15T19:11:00.000Z'}}"
59,9258,Chia,XCH,chia-network,48,2021-04-16T00:00:00.000Z,[],,6508535.0,27508535.0,,136,6508713.0,277232106.91468513,,2023-02-15T19:11:00.000Z,"{'USD': {'price': 42.59399775572915, 'volume_24h': 8045351.89362258, 'volume_change_24h': 8.1417, 'percent_change_1h': 0.15360322, 'percent_change_24h': 3.43681132, 'percent_change_7d': 2.29554173, 'percent_change_30d': 22.16286688, 'percent_change_60d': 39.06412883, 'percent_change_90d': 36.9752063, 'market_cap': 277224525.1830846, 'market_cap_dominance': 0.0263, 'fully_diluted_market_cap': 1171698478.05, 'tvl': None, 'last_updated': '2023-02-15T19:11:00.000Z'}}"
60,1274,Waves,WAVES,waves,220,2016-06-02T00:00:00.000Z,"['lpos', 'platform', 'smart-contracts']",,110517154.0,110659948.0,,137,,,,2023-02-15T19:11:00.000Z,"{'USD': {'price': 2.485762355776087, 'volume_24h': 66026289.98128645, 'volume_change_24h': -25.4387, 'percent_change_1h': 0.68702533, 'percent_change_24h': 3.23844793, 'percent_change_7d': -8.91232113, 'percent_change_30d': 3.90846205, 'percent_change_60d': 58.2021586, 'percent_change_90d': 7.35184191, 'market_cap': 274719381.0807086, 'market_cap_dominance': 0.026, 'fully_diluted_market_cap': 275074333.03, 'tvl': None, 'last_updated': '2023-02-15T19:11:00.000Z'}}"
61,6836,Moonbeam,GLMR,moonbeam,57,2022-01-11T12:55:50.000Z,"['smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'binance-labs-portfolio', 'arrington-xrp-capital-portfolio', 'injective-ecosystem']",,576524138.0,1046109654.0,,140,,,,2023-02-15T19:11:00.000Z,"{'USD': {'price': 0.45463268120501604, 'volume_24h': 18280694.94999369, 'volume_change_24h': 4.4371, 'percent_change_1h': 1.29339704, 'percent_change_24h': 4.37338847, 'percent_change_7d': -11.42632655, 'percent_change_30d': 13.78791195, 'percent_change_60d': 32.68341314, 'percent_change_90d': 26.39739221, 'market_cap': 262106714.63835067, 'market_cap_dominance': 0.0248, 'fully_diluted_market_cap': 475595636.83, 'tvl': None, 'last_updated': '2023-02-15T19:11:00.000Z'}}"
62,5647,Kadena,KDA,kadena,49,2020-05-31T00:00:00.000Z,"['mineable', 'pow', 'blake2s', 'platform', 'cosmos-ecosystem', 'smart-contracts', 'coinfund-portfolio', 'multicoin-capital-portfolio', 'web3', 'injective-ecosystem']",1000000000.0,220020659.94417,1000000000.0,,144,220020659.94417,245187970.59874362,,2023-02-15T19:11:00.000Z,"{'USD': {'price': 1.114386124743739, 'volume_24h': 8244871.42470601, 'volume_change_24h': -9.462, 'percent_change_1h': 0.73408604, 'percent_change_24h': 4.31707192, 'percent_change_7d': -7.8647029, 'percent_change_30d': -0.63224209, 'percent_change_60d': 21.29710242, 'percent_change_90d': 24.77942866, 'market_cap': 245187970.59874362, 'market_cap_dominance': 0.0232, 'fully_diluted_market_cap': 1114386124.74, 'tvl': None, 'last_updated': '2023-02-15T19:11:00.000Z'}}"
63,3029,Flux,FLUX,zel,78,2018-08-02T00:00:00.000Z,"['mineable', 'pow', 'distributed-computing', 'filesharing', 'interoperability', 'masternodes', 'smart-contracts', 'dao', 'dapp', 'storage', 'governance', 'web3', 'cross-chain']",440000000.0,276833130.3994039,285975806.6494039,,148,,,,2023-02-15T19:11:00.000Z,"{'USD': {'price': 0.8506293369790847, 'volume_24h': 24318211.4126212, 'volume_change_24h': 15.0105, 'percent_change_1h': -1.19482868, 'percent_change_24h': 7.52680089, 'percent_change_7d': -7.87711134, 'percent_change_30d': 27.71870523, 'percent_change_60d': 74.35503478, 'percent_change_90d': 85.66067397, 'market_cap': 235482382.16548946, 'market_cap_dominance': 0.0223, 'fully_diluted_market_cap': 374276908.27, 'tvl': None, 'last_updated': '2023-02-15T19:11:00.000Z'}}"
64,8677,Symbol,XYM,symbol,39,2021-03-03T00:00:00.000Z,['posplus'],8999999999.0,5582460004.558402,7967988929.50477,,149,,,,2023-02-15T19:11:00.000Z,"{'USD': {'price': 0.041900030717504685, 'volume_24h': 676675.76189855, 'volume_change_24h': -16.0228, 'percent_change_1h': 0.69347354, 'percent_change_24h': 2.77327972, 'percent_change_7d': -7.14422377, 'percent_change_30d': 11.57997291, 'percent_change_60d': 32.21368636, 'percent_change_90d': 33.90680456, 'market_cap': 233905245.6702384, 'market_cap_dominance': 0.0222, 'fully_diluted_market_cap': 377100276.42, 'tvl': None, 'last_updated': '2023-02-15T19:11:00.000Z'}}"
65,1042,Siacoin,SC,siacoin,75,2015-08-26T00:00:00.000Z,"['mineable', 'pow', 'blake2b', 'platform', 'distributed-computing', 'filesharing', 'storage', 'dragonfly-capital-portfolio', 'fenbushi-capital-portfolio', 'paradigm-portfolio', 'web3', 'near-protocol-ecosystem']",,53324812991.0,53324812991.0,,153,,,,2023-02-15T19:11:00.000Z,"{'USD': {'price': 0.004188374342422454, 'volume_24h': 34558875.47830067, 'volume_change_24h': 328.2254, 'percent_change_1h': -0.0765198, 'percent_change_24h': 8.37325613, 'percent_change_7d': -12.54625608, 'percent_change_30d': 44.95428061, 'percent_change_60d': 72.33874423, 'percent_change_90d': 82.14138821, 'market_cap': 223344278.54597995, 'market_cap_dominance': 0.0212, 'fully_diluted_market_cap': 223344278.55, 'tvl': None, 'last_updated': '2023-02-15T19:11:00.000Z'}}"
66,2099,ICON,ICX,icon,98,2017-10-27T00:00:00.000Z,"['platform', 'enterprise-solutions', 'interoperability', 'smart-contracts', 'kenetic-capital-portfolio', 'pantera-capital-portfolio']",,947007358.8830049,952265643.0,,155,,,,2023-02-15T19:11:00.000Z,"{'USD': {'price': 0.22552811632237754, 'volume_24h': 7818551.35710784, 'volume_change_24h': 20.3929, 'percent_change_1h': 0.99320155, 'percent_change_24h': 4.56555898, 'percent_change_7d': -0.19421786, 'percent_change_30d': 18.45683655, 'percent_change_60d': 51.38033754, 'percent_change_90d': 46.91027952, 'market_cap': 213576785.79231387, 'market_cap_dominance': 0.0202, 'fully_diluted_market_cap': 214762676.7, 'tvl': None, 'last_updated': '2023-02-15T19:11:00.000Z'}}"
67,7334,Conflux,CFX,conflux-network,58,2020-11-11T00:00:00.000Z,"['mineable', 'pow', 'platform', 'collectibles-nfts', 'defi', 'payments', 'research', 'smart-contracts', 'staking', 'hybrid-pow-dpos', 'huobi-capital-portfolio', 'web3', 'injective-ecosystem', 'bnb-chain']",,2090735404.0113816,5278164274.0,,156,,,,2023-02-15T19:11:00.000Z,"{'USD': {'price': 0.10147894524828618, 'volume_24h': 241329205.7376343, 'volume_change_24h': 1444.8832, 'percent_change_1h': 0.20764952, 'percent_change_24h': 81.97293786, 'percent_change_7d': 56.20875733, 'percent_change_30d': 270.1999901, 'percent_change_60d': 328.24208085, 'percent_change_90d': 231.19940997, 'market_cap': 212165623.5923245, 'market_cap_dominance': 0.0201, 'fully_diluted_market_cap': 535622543.37, 'tvl': None, 'last_updated': '2023-02-15T19:11:00.000Z'}}"
68,5370,Hive,HIVE,hive-blockchain,38,2020-03-26T00:00:00.000Z,"['dpos', 'media', 'content-creation', 'scaling', 'web3']",,466679415.425,466679415.425,,158,,,,2023-02-15T19:11:00.000Z,"{'USD': {'price': 0.43884365492279137, 'volume_24h': 12437119.17342649, 'volume_change_24h': 141.1271, 'percent_change_1h': 0.17832157, 'percent_change_24h': 4.95335526, 'percent_change_7d': -2.71112924, 'percent_change_30d': 23.64087325, 'percent_change_60d': 52.59925831, 'percent_change_90d': 36.67271237, 'market_cap': 204799300.3423387, 'market_cap_dominance': 0.0194, 'fully_diluted_market_cap': 204799300.34, 'tvl': None, 'last_updated': '2023-02-15T19:11:00.000Z'}}"
69,1698,Horizen,ZEN,horizen,94,2017-06-01T00:00:00.000Z,"['mineable', 'pow', 'medium-of-exchange', 'platform', 'enterprise-solutions', 'content-creation', 'privacy', 'zero-knowledge-proofs', 'masternodes', 'scaling', 'smart-contracts', 'staking', 'sidechain', 'dcg-portfolio', 'web3']",21000000.0,13371106.25,13371106.25,,160,,,,2023-02-15T19:11:00.000Z,"{'USD': {'price': 14.953434139944797, 'volume_24h': 61820152.03059585, 'volume_change_24h': 24.9244, 'percent_change_1h': 10.27308158, 'percent_change_24h': 16.17566901, 'percent_change_7d': 35.75131469, 'percent_change_30d': 43.49140939, 'percent_change_60d': 69.78010994, 'percent_change_90d': 46.8460726, 'market_cap': 199943956.68757924, 'market_cap_dominance': 0.0189, 'fully_diluted_market_cap': 314022116.94, 'tvl': None, 'last_updated': '2023-02-15T19:11:00.000Z'}}"
70,2566,Ontology,ONT,ontology,178,2018-03-08T00:00:00.000Z,"['enterprise-solutions', 'identity', 'polkadot-ecosystem', 'metaverse', 'huobi-capital-portfolio', 'fantom-ecosystem', 'web3', 'near-protocol-ecosystem', 'bnb-chain']",1000000000.0,875249524.0,1000000000.0,,161,,,,2023-02-15T19:11:00.000Z,"{'USD': {'price': 0.22670536442313044, 'volume_24h': 13956741.70611032, 'volume_change_24h': -24.7761, 'percent_change_1h': 0.44919391, 'percent_change_24h': 3.29544569, 'percent_change_7d': -1.57979796, 'percent_change_30d': 15.69832262, 'percent_change_60d': 39.85322983, 'percent_change_90d': 33.03210281, 'market_cap': 198423762.29959145, 'market_cap_dominance': 0.0188, 'fully_diluted_market_cap': 226705364.42, 'tvl': None, 'last_updated': '2023-02-15T19:11:00.000Z'}}"
71,2405,IOST,IOST,iostoken,114,2018-01-16T00:00:00.000Z,"['hardware', 'iot', 'huobi-capital-portfolio']",90000000000.0,18708894189.0,18708894189.0,,163,,,,2023-02-15T19:11:00.000Z,"{'USD': {'price': 0.010485091475679865, 'volume_24h': 9453775.27430024, 'volume_change_24h': 19.9121, 'percent_change_1h': 0.57996868, 'percent_change_24h': 4.01815616, 'percent_change_7d': -7.20667839, 'percent_change_30d': 12.89457572, 'percent_change_60d': 43.81578381, 'percent_change_90d': 28.94612511, 'market_cap': 196164466.98048046, 'market_cap_dominance': 0.0186, 'fully_diluted_market_cap': 943658232.81, 'tvl': None, 'last_updated': '2023-02-15T19:11:00.000Z'}}"
72,4279,Solar,SXP,sxp,150,2019-08-26T00:00:00.000Z,"['medium-of-exchange', 'defi', 'payments', 'wallet', 'binance-labs-portfolio', 'alameda-research-portfolio', 'bnb-chain']",,554903033.3205668,554903033.3205668,,168,554906968.5019156,183760641.16172153,1086.68228419,2023-02-15T19:11:00.000Z,"{'USD': {'price': 0.3311557641055055, 'volume_24h': 27359213.84634064, 'volume_change_24h': -19.6322, 'percent_change_1h': 0.50808742, 'percent_change_24h': 0.03503514, 'percent_change_7d': 5.80957626, 'percent_change_30d': 26.30349404, 'percent_change_60d': 55.19994585, 'percent_change_90d': 36.0790984, 'market_cap': 183759338.00373507, 'market_cap_dominance': 0.0174, 'fully_diluted_market_cap': 183759338, 'tvl': 169101.25496, 'last_updated': '2023-02-15T19:11:00.000Z'}}"
73,2300,WAX,WAXP,wax,64,2017-12-21T00:00:00.000Z,"['media', 'collectibles-nfts', 'gaming', 'entertainment', 'payments', 'metaverse', 'galaxy-digital-portfolio', 'kenetic-capital-portfolio', 'play-to-earn', 'okex-blockdream-ventures-portfolio']",,2367329642.433729,3960913516.459444,,169,,,,2023-02-15T19:11:00.000Z,"{'USD': {'price': 0.07599155224759903, 'volume_24h': 9425142.38426498, 'volume_change_24h': -30.6174, 'percent_change_1h': 0.89182063, 'percent_change_24h': 5.21225865, 'percent_change_7d': -3.84704853, 'percent_change_30d': 27.75056604, 'percent_change_60d': 56.96454861, 'percent_change_90d': 44.03046776, 'market_cap': 179897054.21029267, 'market_cap_dominance': 0.017, 'fully_diluted_market_cap': 300995966.43, 'tvl': None, 'last_updated': '2023-02-15T19:11:00.000Z'}}"
74,7505,Everscale,EVER,everscale,29,2020-10-26T00:00:00.000Z,['everscale-ecosystem'],,1735796423.0,2049945261.0,,172,,,,2023-02-15T19:11:00.000Z,"{'USD': {'price': 0.09961292589210655, 'volume_24h': 3132490.49543172, 'volume_change_24h': 47.3998, 'percent_change_1h': -2.53358484, 'percent_change_24h': -1.29320024, 'percent_change_7d': 0.00903495, 'percent_change_30d': 92.71603942, 'percent_change_60d': 198.41843919, 'percent_change_90d': 138.9147368, 'market_cap': 172907760.44808263, 'market_cap_dominance': 0.0164, 'fully_diluted_market_cap': 204201045.37, 'tvl': None, 'last_updated': '2023-02-15T19:11:00.000Z'}}"
75,541,Syscoin,SYS,syscoin,37,2014-08-20T00:00:00.000Z,"['mineable', 'pow', 'platform', 'enterprise-solutions', 'collectibles-nfts', 'zero-knowledge-proofs', 'masternodes', 'scaling']",0.0,753571730.5998354,753571730.5998354,,175,,,,2023-02-15T19:11:00.000Z,"{'USD': {'price': 0.21822042951070092, 'volume_24h': 5203712.07842229, 'volume_change_24h': -22.1346, 'percent_change_1h': -0.11514561, 'percent_change_24h': 5.4905157, 'percent_change_7d': 27.20055647, 'percent_change_30d': 75.43338964, 'percent_change_60d': 110.98229278, 'percent_change_90d': 94.06819636, 'market_cap': 164444746.71861827, 'market_cap_dominance': 0.0156, 'fully_diluted_market_cap': 164444746.72, 'tvl': None, 'last_updated': '2023-02-15T19:11:00.000Z'}}"
76,109,DigiByte,DGB,digibyte,117,2014-02-06T00:00:00.000Z,"['mineable', 'pow', 'multiple-algorithms', 'medium-of-exchange', 'collectibles-nfts', 'iot', 'payments']",21000000000.0,15982303651.993876,16021469790.132652,,177,,,,2023-02-15T19:11:00.000Z,"{'USD': {'price': 0.010233380407190582, 'volume_24h': 4826828.39148688, 'volume_change_24h': -14.8529, 'percent_change_1h': 0.63687324, 'percent_change_24h': 3.7259837, 'percent_change_7d': -7.57112019, 'percent_change_30d': -1.88980934, 'percent_change_60d': 20.87233433, 'percent_change_90d': 47.37215281, 'market_cap': 163552993.0540846, 'market_cap_dominance': 0.0155, 'fully_diluted_market_cap': 214900988.55, 'tvl': None, 'last_updated': '2023-02-15T19:11:00.000Z'}}"
77,4948,Nervos Network,CKB,nervos-network,59,2019-11-19T00:00:00.000Z,"['mineable', 'pow', 'platform', 'collectibles-nfts', 'defi', 'interoperability', 'research', 'scaling', 'smart-contracts', 'dao', 'polychain-capital-portfolio', 'rollups', 'blockchain-capital-portfolio', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'hashkey-capital-portfolio', 'huobi-capital-portfolio', '1confirmation-portfolio', 'multicoin-capital-portfolio', 'web3']",,39670292182.88056,40186632724.19917,,181,,,,2023-02-15T19:11:00.000Z,"{'USD': {'price': 0.0038749158147852814, 'volume_24h': 3568074.258415, 'volume_change_24h': -5.9592, 'percent_change_1h': 0.82049969, 'percent_change_24h': 2.18540779, 'percent_change_7d': 0.77100126, 'percent_change_30d': 12.93741607, 'percent_change_60d': 76.86226876, 'percent_change_90d': 57.01284197, 'market_cap': 153719042.55659682, 'market_cap_dominance': 0.0146, 'fully_diluted_market_cap': 155719818.69, 'tvl': None, 'last_updated': '2023-02-15T19:11:00.000Z'}}"
78,1214,Lisk,LSK,lisk,68,2016-04-06T00:00:00.000Z,"['dpos', 'platform', 'enterprise-solutions', 'smart-contracts']",,128900444.52198455,144818773.0,,186,140665851.96597558,155463677.51603347,,2023-02-15T19:11:00.000Z,"{'USD': {'price': 1.1051984212460975, 'volume_24h': 8976286.77445934, 'volume_change_24h': 16.1122, 'percent_change_1h': 0.23958385, 'percent_change_24h': 5.52113569, 'percent_change_7d': 1.3203852, 'percent_change_30d': 27.43589051, 'percent_change_60d': 57.21893773, 'percent_change_90d': 50.73819874, 'market_cap': 142460567.7836175, 'market_cap_dominance': 0.0135, 'fully_diluted_market_cap': 160053479.29, 'tvl': None, 'last_updated': '2023-02-15T19:11:00.000Z'}}"
79,5604,Secret,SCRT,secret,46,2020-05-19T00:00:00.000Z,"['cosmos-ecosystem', 'defi', 'privacy', 'injective-ecosystem']",,163295557.0,190165060.0,,197,,,15.83419561,2023-02-15T19:11:00.000Z,"{'USD': {'price': 0.7883233837719594, 'volume_24h': 3807860.67277065, 'volume_change_24h': 26.8593, 'percent_change_1h': 0.65794507, 'percent_change_24h': 4.75404528, 'percent_change_7d': -3.42503663, 'percent_change_30d': 0.79615494, 'percent_change_60d': 28.12161588, 'percent_change_90d': -11.96582893, 'market_cap': 128729706.04916687, 'market_cap_dominance': 0.0122, 'fully_diluted_market_cap': 149911563.57, 'tvl': 8129854.47798, 'last_updated': '2023-02-15T19:11:00.000Z'}}"
80,2303,MediBloc,MED,medibloc,11,2017-12-22T00:00:00.000Z,"['health', 'cosmos-ecosystem', 'injective-ecosystem']",,6908642520.0,8433374830.9644,,199,6663990656.0,122532799.05856743,,2023-02-15T19:11:00.000Z,"{'USD': {'price': 0.018387300550645826, 'volume_24h': 3243641.55447518, 'volume_change_24h': 60.7213, 'percent_change_1h': 0.20771274, 'percent_change_24h': 6.03838506, 'percent_change_7d': -6.61134471, 'percent_change_30d': 23.66235147, 'percent_change_60d': 35.60164906, 'percent_change_90d': 39.24179515, 'market_cap': 127031286.41221116, 'market_cap_dominance': 0.012, 'fully_diluted_market_cap': 155066997.67, 'tvl': None, 'last_updated': '2023-02-15T19:11:00.000Z'}}"
81,18579,Wrapped TRON,WTRX,wrapped-tron,21,2017-09-13T00:00:00.000Z,[],,101676082428.01094,101676078190.20642,,202,,,,2023-02-15T19:11:00.000Z,"{'USD': {'price': 0.0691830075861179, 'volume_24h': 2119754.84649464, 'volume_change_24h': -19.0734, 'percent_change_1h': -0.12276342, 'percent_change_24h': 4.21008636, 'percent_change_7d': 4.31584656, 'percent_change_30d': 10.46748665, 'percent_change_60d': 29.04711127, 'percent_change_90d': 38.64597626, 'market_cap': 7034257181.94383, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 7034256888.76, 'tvl': None, 'last_updated': '2023-02-15T19:11:00.000Z'}}"
