,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote
20,6535,NEAR Protocol,NEAR,near-protocol,219,2020-08-11T00:00:00.000Z,"['platform', 'staking', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'arrington-xrp-capital-portfolio', 'coinfund-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'kenetic-capital-portfolio', 'near-protocol-ecosystem', 'injective-ecosystem']",1000000000.0,858312010.0,1000000000.0,,34,,,,2023-02-15T19:11:00.000Z,"{'USD': {'price': 2.3236376776192, 'volume_24h': 133382169.86381496, 'volume_change_24h': 0.4676, 'percent_change_1h': 0.52223353, 'percent_change_24h': 3.99327528, 'percent_change_7d': -13.82441459, 'percent_change_30d': 6.11163519, 'percent_change_60d': 68.19438956, 'percent_change_90d': 25.82642818, 'market_cap': 1994406125.5890677, 'market_cap_dominance': 0.189, 'fully_diluted_market_cap': 2323637677.62, 'tvl': None, 'last_updated': '2023-02-15T19:11:00.000Z'}}"
21,4030,Algorand,ALGO,algorand,281,2019-06-20T00:00:00.000Z,"['pos', 'platform', 'research', 'smart-contracts', 'arrington-xrp-capital-portfolio', 'kenetic-capital-portfolio', 'usv-portfolio', 'multicoin-capital-portfolio', 'exnetwork-capital-portfolio']",10000000000.0,7176448012.870872,7398646170.944201,,36,,,,2023-02-15T19:11:00.000Z,"{'USD': {'price': 0.26719240751724493, 'volume_24h': 87711952.00203079, 'volume_change_24h': 0.6344, 'percent_change_1h': 0.50776566, 'percent_change_24h': 5.34208542, 'percent_change_7d': -7.30801021, 'percent_change_30d': 14.49443824, 'percent_change_60d': 39.92415164, 'percent_change_90d': 0.46127347, 'market_cap': 1917492421.9813166, 'market_cap_dominance': 0.1817, 'fully_diluted_market_cap': 2671924075.17, 'tvl': None, 'last_updated': '2023-02-15T19:11:00.000Z'}}"
22,3077,VeChain,VET,vechain,212,2017-08-22T00:00:00.000Z,"['logistics', 'data-provenance', 'iot', 'smart-contracts', 'fenbushi-capital-portfolio']",86712634466.0,72511146418.0,85985041177.0,,37,72511146418.0,1790556922.294241,,2023-02-15T19:11:00.000Z,"{'USD': {'price': 0.02469354038305147, 'volume_24h': 50151065.22908047, 'volume_change_24h': -1.464, 'percent_change_1h': 1.07868248, 'percent_change_24h': 5.12455992, 'percent_change_7d': -4.53736325, 'percent_change_30d': 16.07470801, 'percent_change_60d': 47.68484544, 'percent_change_90d': 27.8443247, 'market_cap': 1790556922.294241, 'market_cap_dominance': 0.1696, 'fully_diluted_market_cap': 2141241940.91, 'tvl': None, 'last_updated': '2023-02-15T19:11:00.000Z'}}"
23,3513,Fantom,FTM,fantom,418,2018-10-29T00:00:00.000Z,"['platform', 'enterprise-solutions', 'defi', 'research', 'scaling', 'smart-contracts', 'fantom-ecosystem', 'injective-ecosystem']",3175000000.0,2777249355.0655255,3175000000.0,,41,,,,2023-02-15T19:11:00.000Z,"{'USD': {'price': 0.5399826643599775, 'volume_24h': 489635896.4984685, 'volume_change_24h': -20.7472, 'percent_change_1h': 0.90150863, 'percent_change_24h': 5.02763395, 'percent_change_7d': 1.91357196, 'percent_change_30d': 65.35822207, 'percent_change_60d': 164.25892565, 'percent_change_90d': 199.35483244, 'market_cap': 1499666506.3403118, 'market_cap_dominance': 0.1421, 'fully_diluted_market_cap': 1714444959.34, 'tvl': None, 'last_updated': '2023-02-15T19:11:00.000Z'}}"
24,1765,EOS,EOS,eos,509,2017-07-01T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'smart-contracts', 'eos', 'fenbushi-capital-portfolio', 'galaxy-digital-portfolio']",,1081263745.2063,1082798209.3423,,45,,,,2023-02-15T19:11:00.000Z,"{'USD': {'price': 1.0608082483839625, 'volume_24h': 91875704.38441448, 'volume_change_24h': -3.0074, 'percent_change_1h': 0.4835028, 'percent_change_24h': 1.85554324, 'percent_change_7d': -2.32969506, 'percent_change_30d': 1.95937801, 'percent_change_60d': 20.23329351, 'percent_change_90d': 18.11370888, 'market_cap': 1147013499.5933783, 'market_cap_dominance': 0.1086, 'fully_diluted_market_cap': 1148641271.81, 'tvl': None, 'last_updated': '2023-02-15T19:11:00.000Z'}}"
25,6892,MultiversX,EGLD,multiversx-egld,139,2020-09-04T00:00:00.000Z,"['binance-launchpad', 'binance-labs-portfolio', 'electric-capital-portfolio', 'exnetwork-capital-portfolio', 'elrond-ecosystem', 'injective-ecosystem', 'bnb-chain']",31415926.0,25005749.0,25010901.0,,47,25005749.0,1133088853.3037817,,2023-02-15T19:11:00.000Z,"{'USD': {'price': 45.31313392387414, 'volume_24h': 33384884.23840876, 'volume_change_24h': -3.4006, 'percent_change_1h': 0.30490832, 'percent_change_24h': 3.95977666, 'percent_change_7d': -1.3098724, 'percent_change_30d': 12.09746064, 'percent_change_60d': 16.64125678, 'percent_change_90d': 4.86311376, 'market_cap': 1133088853.3037817, 'market_cap_dominance': 0.1073, 'fully_diluted_market_cap': 1423554062.18, 'tvl': None, 'last_updated': '2023-02-15T19:11:00.000Z'}}"
26,4558,Flow,FLOW,flow,117,2021-01-27T00:00:00.000Z,"['collectibles-nfts', 'coinbase-ventures-portfolio', 'coinfund-portfolio', 'dcg-portfolio', 'ledgerprime-portfolio', 'a16z-portfolio', 'animoca-brands-portfolio']",,1036200000.0,1414011748.0,,48,,,,2023-02-15T19:11:00.000Z,"{'USD': {'price': 1.088395070977549, 'volume_24h': 48397504.69994004, 'volume_change_24h': -13.1655, 'percent_change_1h': 0.87692457, 'percent_change_24h': 5.91950691, 'percent_change_7d': -7.13615899, 'percent_change_30d': 1.66716635, 'percent_change_60d': 45.60324471, 'percent_change_90d': -9.19199408, 'market_cap': 1127794972.5469363, 'market_cap_dominance': 0.1068, 'fully_diluted_market_cap': 1539003416.83, 'tvl': None, 'last_updated': '2023-02-15T19:11:00.000Z'}}"
27,2416,Theta Network,THETA,theta-network,139,2018-01-17T00:00:00.000Z,"['media', 'collectibles-nfts', 'content-creation', 'defi', 'video', 'metaverse', 'huobi-capital-portfolio', 'web3']",1000000000.0,1000000000.0,1000000000.0,,49,,,,2023-02-15T19:11:00.000Z,"{'USD': {'price': 1.1176908134013048, 'volume_24h': 23501880.27174668, 'volume_change_24h': 16.4394, 'percent_change_1h': 1.53501544, 'percent_change_24h': 4.85473758, 'percent_change_7d': -1.52007384, 'percent_change_30d': 21.81877405, 'percent_change_60d': 50.76633843, 'percent_change_90d': 26.80068767, 'market_cap': 1117690813.4013047, 'market_cap_dominance': 0.1059, 'fully_diluted_market_cap': 1117690813.4, 'tvl': None, 'last_updated': '2023-02-15T19:11:00.000Z'}}"
28,2011,Tezos,XTZ,tezos,262,2017-10-06T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'collectibles-nfts', 'defi', 'smart-contracts', 'polychain-capital-portfolio', 'boostvc-portfolio', 'winklevoss-capital-portfolio']",,927236843.452244,948649719.987547,,51,,,,2023-02-15T19:11:00.000Z,"{'USD': {'price': 1.1030614296252266, 'volume_24h': 21187747.87890624, 'volume_change_24h': -6.0423, 'percent_change_1h': 0.83708234, 'percent_change_24h': 4.60262466, 'percent_change_7d': -9.49630042, 'percent_change_30d': 7.82518509, 'percent_change_60d': 29.11400398, 'percent_change_90d': 12.27881463, 'market_cap': 1022799198.1396147, 'market_cap_dominance': 0.0969, 'fully_diluted_market_cap': 1046418916.34, 'tvl': None, 'last_updated': '2023-02-15T19:11:00.000Z'}}"
29,4172,Terra Classic,LUNC,terra-luna,390,2019-07-26T00:00:00.000Z,"['cosmos-ecosystem', 'store-of-value', 'defi', 'payments', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'solana-ecosystem', 'arrington-xrp-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'pantera-capital-portfolio', 'terra-ecosystem', 'injective-ecosystem']",,5913993123451.574,6870084302254.723,,52,5913973315880.691,1012461992.8791248,,2023-02-15T19:11:00.000Z,"{'USD': {'price': 0.0001711982687105432, 'volume_24h': 77660539.76342614, 'volume_change_24h': -30.7887, 'percent_change_1h': 0.70116646, 'percent_change_24h': 1.25824547, 'percent_change_7d': -4.54191292, 'percent_change_30d': -4.17877241, 'percent_change_60d': 21.79563753, 'percent_change_90d': -1.31774257, 'market_cap': 1012465383.9009672, 'market_cap_dominance': 0.0959, 'fully_diluted_market_cap': 1176146538.44, 'tvl': None, 'last_updated': '2023-02-15T19:11:00.000Z'}}"
30,8646,Mina,MINA,mina,79,2021-03-02T00:00:00.000Z,"['pos', 'zero-knowledge-proofs', 'staking', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio']",,839601872.8400393,824104972.0,,53,,,,2023-02-15T19:11:00.000Z,"{'USD': {'price': 1.1864285103950394, 'volume_24h': 172467212.39264452, 'volume_change_24h': -0.3267, 'percent_change_1h': 3.95403626, 'percent_change_24h': 19.24133517, 'percent_change_7d': 44.2779777, 'percent_change_30d': 111.71238639, 'percent_change_60d': 147.38340732, 'percent_change_90d': 109.75187785, 'market_cap': 996127599.318493, 'market_cap_dominance': 0.0944, 'fully_diluted_market_cap': 977741634.34, 'tvl': None, 'last_updated': '2023-02-15T19:11:00.000Z'}}"
31,3602,Bitcoin SV,BSV,bitcoin-sv,188,2018-11-09T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'medium-of-exchange', 'store-of-value', 'state-channel']",21000000.0,19266076.64423905,19266076.64423905,,63,,,,2023-02-15T19:11:00.000Z,"{'USD': {'price': 41.18575563388307, 'volume_24h': 34824608.00938641, 'volume_change_24h': 6.3232, 'percent_change_1h': 0.44974978, 'percent_change_24h': 0.91119115, 'percent_change_7d': -2.9978836, 'percent_change_30d': -7.36229741, 'percent_change_60d': -9.97272657, 'percent_change_90d': 7.77094827, 'market_cap': 793487924.6932914, 'market_cap_dominance': 0.0752, 'fully_diluted_market_cap': 864900868.31, 'tvl': None, 'last_updated': '2023-02-15T19:11:00.000Z'}}"
32,131,Dash,DASH,dash,365,2014-02-14T00:00:00.000Z,"['mineable', 'hybrid-pow-pos', 'x11', 'medium-of-exchange', 'privacy', 'masternodes', 'dao', 'governance']",18900000.0,11120724.81411102,11143193.41311235,,64,,,,2023-02-15T19:11:00.000Z,"{'USD': {'price': 69.6394833472242, 'volume_24h': 139382551.0364345, 'volume_change_24h': -7.7774, 'percent_change_1h': 0.58759147, 'percent_change_24h': 3.45027656, 'percent_change_7d': 8.85910835, 'percent_change_30d': 40.44317294, 'percent_change_60d': 62.89400187, 'percent_change_90d': 106.44214976, 'market_cap': 774441530.5013473, 'market_cap_dominance': 0.0734, 'fully_diluted_market_cap': 1316186235.26, 'tvl': None, 'last_updated': '2023-02-15T19:11:00.000Z'}}"
33,1437,Zcash,ZEC,zcash,281,2016-10-29T00:00:00.000Z,"['mineable', 'pow', 'equihash', 'medium-of-exchange', 'privacy', 'zero-knowledge-proofs', 'binance-chain', 'boostvc-portfolio', 'dcg-portfolio', 'electric-capital-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'winklevoss-capital-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'bnb-chain']",21000000.0,16328268.75,16328268.75,,65,,,,2023-02-15T19:11:00.000Z,"{'USD': {'price': 44.43459246458378, 'volume_24h': 66055608.06517252, 'volume_change_24h': -4.861, 'percent_change_1h': 1.06172627, 'percent_change_24h': 2.28863994, 'percent_change_7d': -1.97641713, 'percent_change_30d': 3.38602405, 'percent_change_60d': 4.55158752, 'percent_change_90d': 10.41952957, 'market_cap': 725539967.5584488, 'market_cap_dominance': 0.0687, 'fully_diluted_market_cap': 933126441.76, 'tvl': None, 'last_updated': '2023-02-15T19:11:00.000Z'}}"
34,10791,eCash,XEC,ecash,59,2021-07-08T00:00:00.000Z,[],21000000000000.0,19308842173303.0,19308842173303.0,,70,19308860923303.0,670669705.3698679,,2023-02-15T19:11:00.000Z,"{'USD': {'price': 3.4733778861106545e-05, 'volume_24h': 10466336.09937962, 'volume_change_24h': 11.7808, 'percent_change_1h': 0.45212429, 'percent_change_24h': 4.55968409, 'percent_change_7d': -6.40167658, 'percent_change_30d': 16.4137767, 'percent_change_60d': 40.76898116, 'percent_change_90d': 21.65370915, 'market_cap': 670669054.1115143, 'market_cap_dominance': 0.0635, 'fully_diluted_market_cap': 729409356.08, 'tvl': None, 'last_updated': '2023-02-15T19:11:00.000Z'}}"
35,1720,IOTA,MIOTA,iota,86,2017-06-13T00:00:00.000Z,"['dag', 'medium-of-exchange', 'iot', 'sharing-economy']",2779530283.0,2779530283.0,2779530283.0,,71,,,,2023-02-15T19:11:00.000Z,"{'USD': {'price': 0.24023009017160674, 'volume_24h': 9579522.74398025, 'volume_change_24h': -13.5274, 'percent_change_1h': 1.45976509, 'percent_change_24h': 4.42794201, 'percent_change_7d': -1.39798233, 'percent_change_30d': 13.55273921, 'percent_change_60d': 41.71738888, 'percent_change_90d': 9.97033122, 'market_cap': 667726810.5198016, 'market_cap_dominance': 0.0633, 'fully_diluted_market_cap': 667726810.52, 'tvl': None, 'last_updated': '2023-02-15T19:11:00.000Z'}}"
36,4256,Klaytn,KLAY,klaytn,145,2020-03-30T00:00:00.000Z,"['platform', 'enterprise-solutions', 'injective-ecosystem']",,3097831888.2578845,11024604792.257885,,73,,,,2023-02-15T19:11:00.000Z,"{'USD': {'price': 0.20761838267408345, 'volume_24h': 35617961.33667032, 'volume_change_24h': 0.5566, 'percent_change_1h': 0.24162025, 'percent_change_24h': 4.44436625, 'percent_change_7d': 2.55645186, 'percent_change_30d': 9.93240408, 'percent_change_60d': 33.56813173, 'percent_change_90d': 23.54538028, 'market_cap': 643166846.436304, 'market_cap_dominance': 0.0609, 'fully_diluted_market_cap': 2288910616.59, 'tvl': None, 'last_updated': '2023-02-15T19:11:00.000Z'}}"
37,1376,Neo,NEO,neo,258,2016-09-08T00:00:00.000Z,"['platform', 'enterprise-solutions', 'smart-contracts']",100000000.0,70538831.0,100000000.0,,75,,,,2023-02-15T19:11:00.000Z,"{'USD': {'price': 8.81852950431753, 'volume_24h': 24273864.54476861, 'volume_change_24h': -22.8972, 'percent_change_1h': 0.52598865, 'percent_change_24h': 2.06205482, 'percent_change_7d': 0.380125, 'percent_change_30d': 15.82128698, 'percent_change_60d': 34.42837941, 'percent_change_90d': 33.84538596, 'market_cap': 622048762.373568, 'market_cap_dominance': 0.0589, 'fully_diluted_market_cap': 881852950.43, 'tvl': None, 'last_updated': '2023-02-15T19:11:00.000Z'}}"
38,12220,Osmosis,OSMO,osmosis,68,2021-09-30T16:58:27.000Z,"['cosmos-ecosystem', 'injective-ecosystem']",1000000000.0,492590761.0,325000000.0,,84,,,,2023-02-15T19:11:00.000Z,"{'USD': {'price': 0.9979107673356891, 'volume_24h': 11343135.84048163, 'volume_change_24h': -25.9181, 'percent_change_1h': 0.38169266, 'percent_change_24h': 0.99201266, 'percent_change_7d': -9.42811125, 'percent_change_30d': 17.97221824, 'percent_change_60d': 29.00578911, 'percent_change_90d': -10.33683023, 'market_cap': 491561624.29198104, 'market_cap_dominance': 0.0466, 'fully_diluted_market_cap': 997910767.34, 'tvl': None, 'last_updated': '2023-02-15T19:11:00.000Z'}}"
39,2469,Zilliqa,ZIL,zilliqa,240,2018-01-25T00:00:00.000Z,"['mineable', 'platform', 'payments', 'smart-contracts', 'polychain-capital-portfolio', 'metaverse', 'kenetic-capital-portfolio', 'zilliqa-ecosystem', 'bnb-chain']",21000000000.0,15867699446.7699,17185181430.779327,,85,,,,2023-02-15T19:11:00.000Z,"{'USD': {'price': 0.030483947631137334, 'volume_24h': 63789993.07293039, 'volume_change_24h': -29.5502, 'percent_change_1h': 1.64460129, 'percent_change_24h': 4.53376995, 'percent_change_7d': 0.38550175, 'percent_change_30d': 12.19166223, 'percent_change_60d': 62.59459048, 'percent_change_90d': 43.55634893, 'market_cap': 483710118.96196043, 'market_cap_dominance': 0.0458, 'fully_diluted_market_cap': 640162900.25, 'tvl': None, 'last_updated': '2023-02-15T19:11:00.000Z'}}"
40,4847,Stacks,STX,stacks,69,2019-10-28T00:00:00.000Z,"['mineable', 'platform', 'collectibles-nfts', 'defi', 'smart-contracts', 'metaverse', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'dcg-portfolio', 'fabric-ventures-portfolio', 'hashkey-capital-portfolio', 'huobi-capital-portfolio', 'usv-portfolio', 'web3', 'injective-ecosystem']",1818000000.0,1360385546.226063,1352464600.0,,91,1048765672.087772,348674641.2547389,,2023-02-15T19:11:00.000Z,"{'USD': {'price': 0.33246191264120445, 'volume_24h': 64489369.00362939, 'volume_change_24h': 135.05, 'percent_change_1h': 2.35031437, 'percent_change_24h': 10.43770611, 'percent_change_7d': 7.84475232, 'percent_change_30d': 20.53517957, 'percent_change_60d': 40.63431149, 'percent_change_90d': 46.35049359, 'market_cap': 452276380.62776655, 'market_cap_dominance': 0.0428, 'fully_diluted_market_cap': 604415757.18, 'tvl': None, 'last_updated': '2023-02-15T19:11:00.000Z'}}"
41,21296,EthereumPoW,ETHW,ethereum-pow,75,2022-08-08T05:19:50.000Z,['pow'],,107818999.04993,107818999.04993,,96,,,,2023-02-15T19:11:00.000Z,"{'USD': {'price': 3.878343193381774, 'volume_24h': 18634791.32239639, 'volume_change_24h': 15.6707, 'percent_change_1h': 1.12242389, 'percent_change_24h': 5.32061862, 'percent_change_7d': -7.61671066, 'percent_change_30d': 1.73967185, 'percent_change_60d': 28.13205634, 'percent_change_90d': 1.2416479, 'market_cap': 418159081.082532, 'market_cap_dominance': 0.0396, 'fully_diluted_market_cap': 418159081.08, 'tvl': None, 'last_updated': '2023-02-15T19:11:00.000Z'}}"
42,5899,Casper,CSPR,casper,47,2020-07-21T00:00:00.000Z,"['enterprise-solutions', 'arrington-xrp-capital-portfolio', 'hashkey-capital-portfolio', 'web3', 'okex-blockdream-ventures-portfolio']",,10750285251.0,11503035262.0,,97,,,,2023-02-15T19:11:00.000Z,"{'USD': {'price': 0.03828578059601525, 'volume_24h': 8410034.35926678, 'volume_change_24h': -12.6801, 'percent_change_1h': 0.01228797, 'percent_change_24h': 4.39428519, 'percent_change_7d': -11.12871882, 'percent_change_30d': 17.42937168, 'percent_change_60d': 38.52049997, 'percent_change_90d': 42.24804012, 'market_cap': 411583062.4643647, 'market_cap_dominance': 0.039, 'fully_diluted_market_cap': 440402684.23, 'tvl': None, 'last_updated': '2023-02-15T19:11:00.000Z'}}"
43,20314,Terra,LUNA,terra-luna-v2,96,2022-05-26T12:47:26.000Z,[],0.0,216919828.726752,1004262701.0,,98,216919828.726752,410700896.3500102,,2023-02-15T19:11:00.000Z,"{'USD': {'price': 1.8933303550933507, 'volume_24h': 61000337.56069668, 'volume_change_24h': -25.8451, 'percent_change_1h': 0.4317686, 'percent_change_24h': 3.13037513, 'percent_change_7d': -7.13616569, 'percent_change_30d': -11.62307965, 'percent_change_60d': 45.60280547, 'percent_change_90d': 13.4633134, 'market_cap': 410700896.3500102, 'market_cap_dominance': 0.0389, 'fully_diluted_market_cap': 1901401056.29, 'tvl': None, 'last_updated': '2023-02-15T19:11:00.000Z'}}"
44,5632,Arweave,AR,arweave,79,2020-05-27T00:00:00.000Z,"['distributed-computing', 'filesharing', 'storage', 'coinbase-ventures-portfolio', 'solana-ecosystem', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'a16z-portfolio', 'multicoin-capital-portfolio', 'web3']",66000000.0,33394701.0,63190435.0,,101,,,,2023-02-15T19:11:00.000Z,"{'USD': {'price': 11.71956249038086, 'volume_24h': 39030636.31958826, 'volume_change_24h': 8.1028, 'percent_change_1h': 0.20281213, 'percent_change_24h': 4.7973592, 'percent_change_7d': 0.91575004, 'percent_change_30d': 30.52906133, 'percent_change_60d': 55.24505525, 'percent_change_90d': 19.39461104, 'market_cap': 391371285.21708417, 'market_cap_dominance': 0.0371, 'fully_diluted_market_cap': 773491124.37, 'tvl': None, 'last_updated': '2023-02-15T19:11:00.000Z'}}"
45,5567,Celo,CELO,celo,139,2020-05-22T00:00:00.000Z,"['pos', 'zero-knowledge-proofs', 'mobile', 'payments', 'smart-contracts', 'coinbase-ventures-portfolio', 'polychain-capital-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', 'celo-ecosystem']",1000000000.0,487448202.0,1000000000.0,,102,,,,2023-02-15T19:11:00.000Z,"{'USD': {'price': 0.7818664031420806, 'volume_24h': 20327371.71017075, 'volume_change_24h': -25.2613, 'percent_change_1h': 1.33458413, 'percent_change_24h': 5.0100631, 'percent_change_7d': -5.53737682, 'percent_change_30d': 8.33932132, 'percent_change_60d': 53.10804339, 'percent_change_90d': 76.78577855, 'market_cap': 381119372.41581434, 'market_cap_dominance': 0.0361, 'fully_diluted_market_cap': 781866403.14, 'tvl': None, 'last_updated': '2023-02-15T19:11:00.000Z'}}"
46,2634,XDC Network,XDC,xinfin,60,2018-04-12T00:00:00.000Z,['xdc-ecosystem'],,13815371002.2,37705012698.75,,107,13815378977.55,373318474.72048247,,2023-02-15T19:11:00.000Z,"{'USD': {'price': 0.02702194962057322, 'volume_24h': 2232664.44415693, 'volume_change_24h': -7.9041, 'percent_change_1h': 0.11382655, 'percent_change_24h': 2.15603907, 'percent_change_7d': -1.54830441, 'percent_change_30d': -1.42903663, 'percent_change_60d': 15.91508829, 'percent_change_90d': 5.19431624, 'market_cap': 373318259.2109766, 'market_cap_dominance': 0.0354, 'fully_diluted_market_cap': 1018862953.59, 'tvl': None, 'last_updated': '2023-02-15T19:11:00.000Z'}}"
47,3773,Fetch.ai,FET,fetch,100,2019-03-02T00:00:00.000Z,"['cosmos-ecosystem', 'ai-big-data', 'collectibles-nfts', 'iot', 'binance-launchpad', 'web3', 'injective-ecosystem']",3409064989.0,818912300.0,1152997575.0,,108,,,,2023-02-15T19:11:00.000Z,"{'USD': {'price': 0.45242452731525024, 'volume_24h': 151964762.83359876, 'volume_change_24h': -24.5781, 'percent_change_1h': 0.57714112, 'percent_change_24h': 1.96626954, 'percent_change_7d': -5.00616577, 'percent_change_30d': 95.93247621, 'percent_change_60d': 418.98333039, 'percent_change_90d': 649.01555421, 'market_cap': 370496010.2401444, 'market_cap_dominance': 0.0351, 'fully_diluted_market_cap': 1542344616.24, 'tvl': None, 'last_updated': '2023-02-15T19:11:00.000Z'}}"
48,2577,Ravencoin,RVN,ravencoin,115,2018-03-10T00:00:00.000Z,"['mineable', 'pow', 'platform', 'crowdfunding']",21000000000.0,12156804605.28033,12215881250.28033,,109,,,,2023-02-15T19:11:00.000Z,"{'USD': {'price': 0.030252663552721402, 'volume_24h': 10681526.20481012, 'volume_change_24h': -23.8146, 'percent_change_1h': 0.54554014, 'percent_change_24h': 2.86204516, 'percent_change_7d': -4.13779972, 'percent_change_30d': 22.26335354, 'percent_change_60d': 54.83797848, 'percent_change_90d': 41.19418316, 'market_cap': 367775719.59971994, 'market_cap_dominance': 0.0348, 'fully_diluted_market_cap': 635305934.61, 'tvl': None, 'last_updated': '2023-02-15T19:11:00.000Z'}}"
49,5665,Helium,HNT,helium,69,2020-06-05T00:00:00.000Z,"['mineable', 'enterprise-solutions', 'distributed-computing', 'iot', 'usv-portfolio', 'multicoin-capital-portfolio', 'web3']",223000000.0,138523180.974737,223000000.0,,113,,,,2023-02-15T19:11:00.000Z,"{'USD': {'price': 2.559980690523891, 'volume_24h': 3193251.89621169, 'volume_change_24h': -8.5821, 'percent_change_1h': 0.66805586, 'percent_change_24h': 3.8662153, 'percent_change_7d': -14.82980853, 'percent_change_30d': -16.5307079, 'percent_change_60d': 47.02603823, 'percent_change_90d': 3.39769553, 'market_cap': 354616668.4852731, 'market_cap_dominance': 0.0336, 'fully_diluted_market_cap': 570875693.99, 'tvl': None, 'last_updated': '2023-02-15T19:11:00.000Z'}}"
50,873,NEM,XEM,nem,134,2015-04-01T00:00:00.000Z,"['poi', 'medium-of-exchange', 'payments', 'smart-contracts', 'fantom-ecosystem']",8999999999.0,8999999999.0,8999999999.0,,114,,,,2023-02-15T19:11:00.000Z,"{'USD': {'price': 0.03890657574924635, 'volume_24h': 8968440.8562906, 'volume_change_24h': 19.1142, 'percent_change_1h': 0.57818017, 'percent_change_24h': 5.11875336, 'percent_change_7d': -5.2732627, 'percent_change_30d': 6.13967154, 'percent_change_60d': 30.02179627, 'percent_change_90d': 22.24320235, 'market_cap': 350159181.7043106, 'market_cap_dominance': 0.0332, 'fully_diluted_market_cap': 350159181.7, 'tvl': None, 'last_updated': '2023-02-15T19:11:00.000Z'}}"
51,1168,Decred,DCR,decred,64,2016-02-10T00:00:00.000Z,"['mineable', 'hybrid-pow-pos', 'blake256', 'medium-of-exchange', 'store-of-value', 'privacy', 'dao', 'placeholder-ventures-portfolio']",21000000.0,14737097.16208656,14737097.16208656,,115,,,,2023-02-15T19:11:00.000Z,"{'USD': {'price': 23.75165921949827, 'volume_24h': 1658333.40183307, 'volume_change_24h': 3.5774, 'percent_change_1h': 0.3452426, 'percent_change_24h': 4.00897963, 'percent_change_7d': -0.58084084, 'percent_change_30d': 4.28098451, 'percent_change_60d': 22.45057782, 'percent_change_90d': 20.8021594, 'market_cap': 350030509.678515, 'market_cap_dominance': 0.0332, 'fully_diluted_market_cap': 498784843.61, 'tvl': None, 'last_updated': '2023-02-15T19:11:00.000Z'}}"
52,3822,Theta Fuel,TFUEL,theta-fuel,50,2019-03-28T00:00:00.000Z,"['media', 'content-creation', 'defi', 'payments']",,6031972079.0,6031972079.0,,118,,,,2023-02-15T19:11:00.000Z,"{'USD': {'price': 0.05492689261819687, 'volume_24h': 28656496.11118377, 'volume_change_24h': 309.1937, 'percent_change_1h': 0.34808625, 'percent_change_24h': 7.73973641, 'percent_change_7d': -3.30352547, 'percent_change_30d': 29.98904245, 'percent_change_60d': 51.94137942, 'percent_change_90d': 28.8378781, 'market_cap': 331317482.6591947, 'market_cap_dominance': 0.0314, 'fully_diluted_market_cap': 331317482.66, 'tvl': None, 'last_updated': '2023-02-15T19:11:00.000Z'}}"
53,3945,Harmony,ONE,harmony,125,2019-06-01T00:00:00.000Z,"['platform', 'enterprise-solutions', 'scaling', 'smart-contracts', 'binance-launchpad', 'binance-labs-portfolio', 'hashkey-capital-portfolio', 'harmony-ecosystem', 'injective-ecosystem', 'bnb-chain']",,13091544566.44785,13786644566.447866,,119,,,,2023-02-15T19:11:00.000Z,"{'USD': {'price': 0.02523005171590148, 'volume_24h': 21233039.61386344, 'volume_change_24h': -14.6359, 'percent_change_1h': 0.19418429, 'percent_change_24h': 4.6830542, 'percent_change_7d': -8.04992643, 'percent_change_30d': 41.22351957, 'percent_change_60d': 116.39923828, 'percent_change_90d': 79.3285376, 'market_cap': 330300346.4525083, 'market_cap_dominance': 0.0313, 'fully_diluted_market_cap': 347837755.4, 'tvl': None, 'last_updated': '2023-02-15T19:11:00.000Z'}}"
