time,open,high,low,close,volume
2022-02-16,35.06000000,35.70000000,33.26000000,33.64000000,355351.44000000
2022-02-17,33.62000000,34.13000000,29.91000000,30.09000000,566746.98000000
2022-02-18,30.05000000,31.46000000,28.53000000,28.84000000,634553.83000000
2022-02-19,28.84000000,29.27000000,27.04000000,28.29000000,502192.01000000
2022-02-20,28.29000000,28.45000000,25.54000000,26.10000000,559028.61000000
2022-02-21,26.09000000,27.70000000,23.71000000,23.91000000,674437.16000000
2022-02-22,23.94000000,28.00000000,23.36000000,26.22000000,645695.13000000
2022-02-23,26.22000000,28.65000000,25.75000000,25.82000000,604403.50000000
2022-02-24,25.83000000,27.98000000,22.19000000,27.61000000,1030172.69000000
2022-02-25,27.61000000,29.92000000,26.86000000,29.28000000,584575.32000000
2022-02-26,29.23000000,30.23000000,27.23000000,27.50000000,331170.16000000
2022-02-27,27.52000000,31.00000000,26.42000000,28.88000000,542090.47000000
2022-02-28,28.86000000,32.17000000,28.05000000,32.00000000,770849.73000000
2022-03-01,31.99000000,33.99000000,30.37000000,33.77000000,733604.97000000
2022-03-02,33.79000000,34.70000000,31.30000000,31.61000000,528668.48000000
2022-03-03,31.61000000,31.95000000,29.85000000,31.60000000,383848.25000000
2022-03-04,31.58000000,32.32000000,28.16000000,28.71000000,532226.25000000
2022-03-05,28.69000000,29.61000000,27.98000000,29.22000000,268612.86000000
2022-03-06,29.25000000,29.65000000,28.04000000,28.22000000,268666.38000000
2022-03-07,28.21000000,31.15000000,27.23000000,29.81000000,561094.06000000
2022-03-08,29.82000000,33.30000000,29.50000000,32.57000000,685327.91000000
2022-03-09,32.54000000,38.79000000,32.50000000,37.24000000,822192.99000000
2022-03-10,37.23000000,38.15000000,31.71000000,31.98000000,893941.87000000
2022-03-11,31.98000000,34.10000000,29.96000000,32.00000000,981495.03000000
2022-03-12,32.00000000,32.70000000,30.58000000,30.70000000,320622.90000000
2022-03-13,30.70000000,31.90000000,29.55000000,30.45000000,346284.31000000
2022-03-14,30.45000000,31.94000000,29.59000000,30.76000000,334311.14000000
2022-03-15,30.72000000,31.30000000,29.63000000,29.99000000,346775.44000000
2022-03-16,29.99000000,34.17000000,29.67000000,33.97000000,811939.44000000
2022-03-17,33.96000000,34.86000000,32.53000000,33.64000000,496645.35000000
2022-03-18,33.64000000,35.13000000,33.09000000,33.89000000,543955.28000000
2022-03-19,33.89000000,36.61000000,33.54000000,33.87000000,581452.90000000
2022-03-20,33.83000000,34.34000000,32.21000000,32.41000000,368846.28000000
2022-03-21,32.41000000,33.49000000,31.31000000,32.73000000,308059.58000000
